name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Ho Chi Minh City,2023-04-01T00:00:00,27.0,30.6,25.0,88.84,0.0,0,,0,0,23.0,16.6,150.0,1010.0,50.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-01T01:00:00,26.9,30.3,24.9,88.88,0.0,0,,0,0,24.5,10.8,140.0,1010.0,52.8,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-01T02:00:00,27.0,30.6,25.0,88.84,0.0,0,,0,0,24.1,7.6,150.0,1009.0,50.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-01T03:00:00,27.0,30.6,25.0,88.84,0.0,0,,0,0,24.8,13.0,150.0,1009.0,50.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-01T04:00:00,26.9,30.2,24.9,88.98,0.0,0,,0,0,23.4,7.5,149.0,1009.0,53.7,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-01T05:00:00,27.0,30.6,25.0,88.84,0.0,0,,0,0,22.7,13.0,140.0,1009.0,50.0,8.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-01T06:00:00,27.0,30.6,25.0,88.84,0.0,0,,0,0,20.5,7.6,130.0,1010.0,50.0,8.0,0,0.0,0,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-01T07:00:00,27.8,31.6,24.0,80.01,0.0,0,,0,0,19.4,8.8,131.0,1011.0,53.7,10.9,102,0.4,1,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-01T08:00:00,29.0,33.6,24.0,74.46,0.0,0,,0,0,15.1,13.0,130.0,1012.0,50.0,10.0,313,1.1,3,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-01T09:00:00,30.0,35.1,24.0,70.29,0.0,0,,0,0,12.2,11.2,140.0,1012.0,27.0,10.0,550,2.0,6,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-01T10:00:00,30.8,36.2,23.9,66.91,0.0,0,,0,0,10.1,5.9,90.0,1012.0,52.8,10.9,786,2.8,8,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-01T11:00:00,32.0,37.9,24.0,62.71,0.0,0,,0,0,8.6,9.4,130.0,1011.0,88.8,10.0,935,3.4,9,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-01T12:00:00,32.0,39.2,25.0,66.58,0.0,0,,0,0,9.7,9.4,130.0,1010.0,88.8,10.0,1019,3.7,10,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-01T13:00:00,32.9,40.3,24.9,63.22,0.0,0,,0,0,11.9,7.9,133.0,1009.0,88.0,10.9,1022,3.7,10,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-01T14:00:00,34.0,41.9,25.0,59.5,0.0,0,,0,0,14.4,9.4,230.0,1007.0,50.0,10.0,920,3.3,9,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-01T15:00:00,33.0,40.6,25.0,62.93,0.0,0,,0,0,15.8,16.6,180.0,1007.0,50.0,10.0,740,2.7,7,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-01T16:00:00,31.9,38.9,24.9,66.78,0.0,0,,0,0,19.1,16.0,180.0,1007.0,52.8,10.9,486,1.7,5,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-01T17:00:00,30.0,37.4,26.0,79.19,0.0,0,,0,0,25.2,18.4,180.0,1007.0,50.0,10.0,225,0.8,2,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-01T18:00:00,29.0,33.6,24.0,74.46,0.0,0,,0,0,29.2,16.6,170.0,1008.0,27.0,10.0,53,0.2,1,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-01T19:00:00,27.9,32.4,24.8,83.4,0.0,0,,0,0,29.9,12.4,158.0,1009.0,32.0,10.9,0,0.0,0,3,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-01T20:00:00,28.0,31.9,24.0,78.92,0.0,0,,0,0,30.2,14.8,150.0,1009.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-01T21:00:00,28.0,31.9,24.0,78.92,0.0,0,,0,0,31.3,13.0,140.0,1010.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-01T22:00:00,26.9,29.9,23.9,83.86,0.0,0,,0,0,31.3,10.1,130.0,1010.0,32.0,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-01T23:00:00,27.0,30.1,24.0,83.68,0.0,0,,0,0,31.7,11.2,140.0,1011.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-02T00:00:00,27.0,30.1,24.0,83.68,0.0,0,,0,0,30.2,9.4,140.0,1010.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-02T01:00:00,25.9,25.9,22.9,83.55,0.0,0,,0,0,27.4,6.9,170.0,1010.0,30.1,10.9,0,0.0,0,3,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-02T02:00:00,26.0,26.0,24.0,88.76,0.0,0,,0,0,26.6,9.4,160.0,1009.0,27.0,10.0,0,0.0,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-02T03:00:00,26.0,26.0,24.0,88.76,0.0,0,,0,0,22.3,7.6,160.0,1009.0,27.0,10.0,0,0.0,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-02T04:00:00,25.8,25.8,23.9,89.25,0.0,0,,0,0,23.8,6.9,130.0,1009.0,49.1,10.9,0,0.0,0,3,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-02T05:00:00,25.0,25.0,24.0,94.19,0.0,0,,0,0,21.6,3.6,124.4,1009.0,50.0,10.0,0,0.0,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-02T06:00:00,25.0,25.0,24.0,94.19,0.0,0,,0,0,18.0,7.6,80.0,1010.0,27.0,10.0,1,0.0,0,3,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-02T07:00:00,26.9,30.3,24.9,89.18,0.0,0,,0,0,13.7,4.9,100.0,1010.1,6.1,9.1,100,0.4,1,3,Clear,clear-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-02T08:00:00,29.0,34.5,25.0,79.06,0.0,0,,0,0,12.2,7.6,110.0,1011.0,0.0,8.0,353,1.3,4,10,Clear,clear-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-02T09:00:00,31.0,37.7,25.0,70.47,0.0,0,,0,0,10.4,9.4,130.0,1011.0,27.0,10.0,596,2.1,6,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-02T10:00:00,31.9,38.9,24.9,66.74,0.0,0,,0,0,9.0,5.2,50.0,1011.0,83.3,10.9,801,2.9,8,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-02T11:00:00,33.0,39.2,24.0,59.27,0.0,0,,0,0,7.2,7.6,110.0,1011.0,88.8,10.0,948,3.4,9,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-02T12:00:00,33.0,37.0,22.0,52.51,0.0,0,,0,0,6.5,7.6,170.1,1009.0,88.8,10.0,1024,3.7,10,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-02T13:00:00,33.9,37.4,21.2,47.44,0.0,0,,0,0,9.4,7.9,180.0,1008.0,83.3,10.9,1019,3.7,10,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-02T14:00:00,35.0,38.5,21.0,44.18,0.0,0,,0,0,9.0,9.4,180.0,1007.0,88.8,10.0,938,3.4,9,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-02T15:00:00,36.0,38.9,20.0,39.3,0.0,0,,0,0,9.4,11.2,220.0,1006.0,50.0,10.0,785,2.8,8,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-02T16:00:00,34.8,38.3,21.0,44.67,0.0,0,,0,0,11.9,13.0,156.0,1005.0,49.1,10.9,574,2.1,6,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-02T17:00:00,34.0,38.3,22.0,49.65,0.0,0,,0,0,19.8,16.6,150.0,1005.0,50.0,10.0,328,1.2,3,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-02T18:00:00,31.0,36.5,24.0,66.38,0.0,0,,0,0,27.0,16.6,170.0,1006.0,50.0,10.0,82,0.3,1,3,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-02T19:00:00,28.9,34.3,25.0,79.27,0.0,0,,0,0,29.2,17.7,178.0,1008.0,48.1,10.9,0,0.0,0,3,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-02T20:00:00,29.0,35.6,26.0,83.9,0.0,0,,0,0,29.9,13.0,170.0,1008.0,27.0,10.0,0,0.0,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-02T21:00:00,29.0,35.6,26.0,83.9,0.0,0,,0,0,26.3,11.2,160.0,1009.0,88.8,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-02T22:00:00,27.9,33.3,25.9,88.57,0.0,0,,0,0,22.0,13.7,176.0,1010.0,83.3,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-02T23:00:00,28.0,33.5,26.0,88.91,0.0,0,,0,0,22.7,11.2,170.0,1009.0,50.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-03T00:00:00,28.0,33.5,26.0,88.91,0.0,0,,0,0,22.0,11.2,170.0,1009.0,50.0,10.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-03T01:00:00,27.9,33.2,25.9,89.0,0.0,0,,0,0,17.3,7.9,162.0,1009.0,52.8,10.9,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-03T02:00:00,28.0,33.5,26.0,88.91,0.6,100,rain,0,0,15.8,9.4,160.0,1008.0,88.8,8.0,0,0.0,0,30,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2023-04-03T03:00:00,28.0,33.5,26.0,88.91,0.3,100,rain,0,0,14.0,9.4,190.0,1008.0,88.8,8.0,0,0.0,0,10,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2023-04-03T04:00:00,27.9,33.2,25.9,88.91,0.0,0,,0,0,10.8,8.5,150.0,1008.0,88.9,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-03T05:00:00,27.0,31.2,26.0,94.27,0.1,100,rain,0,0,9.0,11.2,140.0,1008.0,88.8,10.0,0,0.0,0,10,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2023-04-03T06:00:00,27.0,31.2,26.0,94.27,0.0,0,,0,0,11.2,9.4,130.0,1009.0,50.0,10.0,1,0.0,0,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-03T07:00:00,28.8,35.2,25.9,84.35,0.0,0,,0,0,13.0,7.2,126.0,1009.0,32.0,10.9,104,0.4,1,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-03T08:00:00,29.0,35.6,26.0,83.9,0.0,0,,0,0,12.6,9.4,130.0,1010.0,50.0,10.0,348,1.3,3,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-03T09:00:00,30.0,36.2,25.0,74.63,0.0,0,,0,0,9.7,5.4,137.7,1011.0,88.8,10.0,582,2.1,6,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-03T10:00:00,31.9,37.6,23.9,62.97,0.0,0,,0,0,7.9,5.6,90.0,1011.0,88.9,10.9,656,2.4,7,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-03T11:00:00,33.0,39.2,24.0,59.27,0.0,0,,0,0,7.6,5.4,167.8,1010.0,88.8,10.0,882,3.2,9,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-03T12:00:00,34.0,38.3,22.0,49.65,0.0,0,,0,0,8.3,9.4,178.9,1009.0,88.8,10.0,950,3.4,10,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-03T13:00:00,32.9,39.1,24.0,59.45,0.0,0,,0,0,7.6,14.1,176.0,1008.0,88.9,10.9,524,1.9,5,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-03T14:00:00,34.0,40.6,24.0,56.04,0.1,100,rain,0,0,14.0,14.8,200.0,1007.0,88.8,10.0,191,0.7,2,30,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2023-04-03T15:00:00,33.0,39.2,24.0,59.27,0.0,0,,0,0,13.3,13.0,160.0,1006.0,50.0,10.0,136,0.5,1,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-03T16:00:00,29.2,33.9,24.0,73.38,0.0,0,,0,0,38.9,17.7,285.0,1006.0,49.1,9.1,324,1.2,3,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-03T17:00:00,31.0,36.5,24.0,66.38,0.0,0,,0,0,12.6,1.8,154.5,1007.0,50.0,8.0,315,1.1,3,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-03T18:00:00,27.0,29.2,22.0,74.14,0.1,100,rain,0,0,20.5,18.4,270.0,1008.0,88.8,8.0,80,0.3,1,10,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2023-04-03T19:00:00,27.1,29.7,22.9,78.3,0.0,0,,0,0,22.7,4.9,154.0,1009.0,52.8,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-03T20:00:00,26.0,26.0,24.0,88.76,0.0,0,rain,0,0,22.3,3.6,149.8,1009.0,50.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-03T21:00:00,26.0,26.0,24.0,88.76,0.8,100,rain,0,0,19.8,1.8,137.3,1010.0,50.0,10.0,0,0.0,0,10,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2023-04-03T22:00:00,27.0,30.6,24.9,88.2,0.0,0,,0,0,14.8,4.9,144.9,1010.0,50.9,9.1,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-03T23:00:00,28.0,32.7,25.0,83.79,0.0,0,,0,0,16.6,3.6,158.5,1010.0,50.0,8.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-04T00:00:00,28.0,32.7,25.0,83.79,0.0,0,,0,0,18.4,11.2,180.0,1010.0,50.0,8.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-04T01:00:00,27.8,32.3,24.9,84.1,0.0,0,,0,0,19.8,8.5,210.0,1009.0,48.1,9.1,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-04T02:00:00,27.0,30.6,25.0,88.84,0.0,0,,0,0,16.9,7.6,190.0,1008.0,50.0,8.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-04T03:00:00,28.0,32.7,25.0,83.79,0.0,0,,0,0,13.0,5.4,153.5,1008.0,50.0,8.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-04T04:00:00,26.9,30.4,24.9,89.08,0.0,0,,0,0,13.7,6.9,180.0,1008.0,48.1,9.1,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-04T05:00:00,27.0,30.6,25.0,88.84,0.0,0,,0,0,13.7,5.4,133.8,1008.0,50.0,8.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-04T06:00:00,26.0,26.0,25.0,94.23,0.0,0,,0,0,14.4,5.4,350.0,1009.0,50.0,7.0,1,0.0,0,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-04T07:00:00,26.9,30.9,25.9,94.01,0.0,0,,0,0,11.5,5.2,5.0,1009.0,48.1,6.4,107,0.4,1,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-04T08:00:00,29.0,35.6,26.0,83.9,0.0,0,,0,0,11.9,3.6,114.4,1010.0,50.0,7.0,352,1.3,4,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-04T09:00:00,30.0,37.4,26.0,79.19,0.0,0,,0,0,10.8,1.8,60.0,1010.0,50.0,7.0,588,2.1,6,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-04T10:00:00,31.9,38.9,24.9,66.49,0.0,0,,0,0,10.1,4.3,50.0,1010.0,52.8,8.2,762,2.7,8,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-04T11:00:00,34.0,39.3,23.0,52.76,0.0,0,,0,0,9.4,7.6,120.0,1009.0,50.0,10.0,914,3.3,9,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-04T12:00:00,35.0,40.6,23.0,49.91,0.0,0,,0,0,9.4,9.4,161.8,1008.0,50.0,10.0,995,3.6,10,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-04T13:00:00,34.9,40.4,23.0,50.22,0.0,0,,0,0,9.4,7.5,274.0,1007.0,52.8,10.9,663,2.4,7,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-04T14:00:00,36.0,40.8,22.0,44.44,0.0,0,,0,0,13.0,11.2,210.0,1006.0,50.0,10.0,229,0.8,2,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-04T15:00:00,35.0,40.6,23.0,49.91,0.0,0,,0,0,10.1,14.8,200.0,1005.0,50.0,10.0,588,2.1,6,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-04T16:00:00,33.8,41.5,24.9,59.66,0.0,0,,0,0,13.7,18.0,180.0,1005.0,52.8,10.9,561,2.0,6,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-04T17:00:00,31.0,37.7,25.0,70.47,0.1,100,rain,0,0,20.2,22.3,180.0,1006.0,50.0,10.0,322,1.2,3,30,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2023-04-04T18:00:00,30.0,37.4,26.0,79.19,0.2,100,rain,0,0,28.1,18.4,170.0,1007.0,50.0,10.0,80,0.3,1,30,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2023-04-04T19:00:00,29.0,35.4,25.9,83.52,0.0,0,,0,0,26.6,17.7,149.0,1007.0,30.1,10.9,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-04T20:00:00,29.0,35.6,26.0,83.9,0.0,0,,0,0,25.2,11.2,170.0,1008.0,50.0,10.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-04T21:00:00,29.0,35.6,26.0,83.9,0.1,100,rain,0,0,23.8,14.8,180.0,1008.0,50.0,10.0,0,0.0,0,30,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2023-04-04T22:00:00,28.9,35.3,25.9,84.02,0.0,0,,0,0,25.9,14.1,158.0,1009.0,53.7,10.9,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-04T23:00:00,29.0,35.6,26.0,83.9,0.7,100,rain,0,0,25.6,14.8,170.0,1009.0,88.8,10.0,0,0.0,0,30,"Rain, Partially cloudy",rain,"48900099999,VVTS"
Ho Chi Minh City,2023-04-05T00:00:00,28.0,33.5,26.0,88.91,0.0,0,,0,0,25.2,14.8,170.0,1009.0,88.8,10.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-05T01:00:00,27.9,33.2,25.9,88.66,0.0,0,rain,0,0,22.0,13.4,180.0,1008.1,88.9,10.9,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-05T02:00:00,28.0,33.5,26.0,88.91,0.0,0,rain,0,0,19.8,13.0,210.0,1008.0,50.0,10.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-05T03:00:00,28.0,33.5,26.0,88.91,0.0,0,,0,0,17.6,9.4,210.0,1008.0,50.0,10.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-05T04:00:00,27.9,33.2,25.9,89.0,0.0,0,,0,0,16.9,10.1,200.0,1008.0,52.8,10.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-05T05:00:00,27.0,31.2,26.0,94.27,0.0,0,,0,0,16.2,7.6,210.0,1008.0,50.0,8.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-05T06:00:00,28.0,32.7,25.0,83.79,0.0,0,,0,0,14.4,9.4,220.0,1009.0,50.0,10.0,1,0.0,0,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-05T07:00:00,27.9,33.2,25.9,89.0,1.0,100,rain,0,0,14.4,6.9,220.0,1010.0,52.8,10.9,108,0.4,1,30,"Rain, Partially cloudy",rain,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-05T08:00:00,29.0,34.5,25.0,79.06,0.0,0,rain,0,0,12.6,9.4,220.0,1011.0,50.0,10.0,352,1.3,4,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-05T09:00:00,31.0,37.7,25.0,70.47,0.0,0,rain,0,0,13.0,11.2,200.0,1011.0,50.0,10.0,586,2.1,6,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-05T10:00:00,31.0,37.5,24.9,70.08,0.0,0,rain,0,0,13.7,9.2,185.0,1011.0,52.8,10.9,673,2.4,7,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-05T11:00:00,32.0,39.2,25.0,66.58,0.0,0,,0,0,12.2,11.2,170.0,1011.0,50.0,10.0,424,1.5,4,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-05T12:00:00,34.0,40.6,24.0,56.04,0.0,0,,0,0,11.9,7.6,148.7,1010.0,50.0,10.0,493,1.8,5,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-05T13:00:00,34.8,40.4,23.0,50.43,0.0,0,,0,0,10.4,7.9,173.0,1008.0,88.0,10.9,600,2.2,6,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-05T14:00:00,34.0,39.3,23.0,52.76,0.0,0,,0,0,11.2,13.0,170.0,1007.0,88.8,10.0,419,1.5,4,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-05T15:00:00,34.0,39.3,23.0,52.76,0.0,0,,0,0,13.0,16.6,170.0,1007.0,50.0,10.0,580,2.1,6,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-05T16:00:00,33.8,38.1,22.1,50.35,0.0,0,,0,0,11.2,17.3,180.0,1006.0,32.0,10.9,459,1.7,5,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-05T17:00:00,32.0,37.9,24.0,62.71,0.0,0,,0,0,17.3,18.4,150.0,1006.0,27.0,10.0,227,0.8,2,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-05T18:00:00,30.0,35.1,24.0,70.29,0.0,0,,0,0,23.8,16.6,170.0,1007.0,27.0,10.0,63,0.2,1,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-04-05T19:00:00,29.9,35.9,24.9,74.82,0.0,0,,0,0,24.8,13.4,170.0,1008.0,60.0,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-04-05T20:00:00,29.0,35.6,26.0,83.9,0.0,0,,0,0,27.0,14.8,180.0,1009.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-04-05T21:00:00,29.0,35.6,26.0,83.9,0.0,0,,0,0,25.6,11.2,160.0,1009.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
