name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Ho Chi Minh City,2023-07-12T19:00:00,29.2,37.1,26.9,87.55,0.0,0,,0,0,16.6,6.9,330.0,1007.0,52.8,10.9,3,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-12T20:00:00,29.0,36.8,27.0,88.99,0.0,0,,0,0,18.0,5.4,236.5,1009.0,50.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-12T21:00:00,29.0,35.6,26.0,83.9,0.0,0,,0,0,30.2,3.6,231.5,1009.0,50.0,10.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-12T22:00:00,29.0,36.7,26.9,88.5,0.0,0,,0,0,29.9,3.3,243.9,1010.0,32.9,10.9,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-12T23:00:00,28.0,33.5,26.0,88.91,0.0,0,,0,0,31.0,3.6,253.8,1010.0,27.0,10.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-13T00:00:00,29.0,36.8,27.0,88.99,0.0,0,,0,0,27.7,7.6,250.0,1009.0,27.0,10.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-13T01:00:00,28.9,37.7,27.8,93.68,0.0,0,,0,0,17.6,8.5,250.0,1009.0,32.9,10.9,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-13T02:00:00,28.0,34.5,27.0,94.32,0.0,0,,0,0,12.2,11.2,260.0,1008.0,50.0,8.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-13T03:00:00,28.0,34.5,27.0,94.32,0.0,0,,0,0,14.8,5.4,260.0,1008.0,50.0,8.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-13T04:00:00,28.0,34.4,26.9,94.16,0.0,0,,0,0,13.0,6.9,250.0,1008.0,52.8,9.1,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-13T05:00:00,27.0,31.8,27.0,100.0,0.0,0,,0,0,12.6,7.6,260.0,1008.0,50.0,8.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-13T06:00:00,28.0,34.5,27.0,94.32,0.0,0,,0,0,12.6,0.0,0.0,1009.0,27.0,8.0,4,0.0,0,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-13T07:00:00,28.0,34.4,27.0,94.31,0.0,0,,0,0,14.8,8.5,260.0,1009.0,53.7,9.1,104,0.4,1,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-13T08:00:00,29.0,36.8,27.0,88.99,0.0,0,,0,0,15.1,9.4,260.0,1009.0,50.0,10.0,269,1.0,3,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-13T09:00:00,31.0,42.3,28.0,84.11,0.0,0,,0,0,14.0,14.8,280.0,1010.0,50.0,10.0,462,1.7,5,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-13T10:00:00,32.0,43.6,27.8,78.6,0.0,0,,0,0,14.0,16.0,297.0,1009.0,32.0,10.9,622,2.2,6,60,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-13T11:00:00,34.0,47.3,28.0,71.01,0.0,0,rain,0,0,14.8,18.4,280.0,1008.0,50.0,10.0,848,3.1,8,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-13T12:00:00,33.0,45.7,28.0,75.1,0.0,0,,0,0,14.8,14.8,270.0,1008.0,88.8,10.0,862,3.1,9,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-13T13:00:00,33.9,44.9,26.8,66.67,0.0,0,,0,0,15.8,17.7,277.0,1007.0,88.0,10.9,852,3.1,9,60,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-13T14:00:00,33.0,42.1,26.0,66.78,0.0,0,,0,0,18.0,16.6,260.0,1006.0,88.8,10.0,605,2.2,6,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-13T15:00:00,34.0,45.3,27.0,66.98,0.0,0,,0,0,24.5,18.4,270.0,1005.0,50.0,10.0,119,0.4,1,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-13T16:00:00,32.1,40.6,25.9,69.93,0.0,0,,0,0,23.4,21.6,259.0,1005.0,52.8,10.9,95,0.3,1,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-13T17:00:00,32.0,40.6,26.0,70.66,0.0,0,,0,0,20.5,14.8,280.0,1006.0,50.0,10.0,78,0.3,1,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-13T18:00:00,27.0,31.0,26.0,94.27,0.0,0,,0,0,23.0,18.4,10.0,1006.0,88.0,8.0,17,0.1,0,30,Partially cloudy,partly-cloudy-day,VVTS
Ho Chi Minh City,2023-07-13T19:00:00,28.0,34.8,27.3,95.96,0.6,100,rain,0,0,21.6,3.9,250.9,1008.4,89.9,8.2,1,0.0,0,30,"Rain, Partially cloudy",rain,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-13T20:00:00,28.0,35.6,28.0,100.0,0.0,0,rain,0,0,19.1,13.0,150.0,1009.0,50.0,8.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-13T21:00:00,23.0,23.0,23.0,100.0,0.0,0,rain,0,0,24.8,1.8,217.7,1012.0,88.8,8.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-13T22:00:00,24.0,24.0,23.0,94.31,0.0,0,rain,0,0,20.2,6.9,60.0,1011.0,89.9,9.4,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-13T23:00:00,24.0,24.0,24.0,100.0,0.0,0,rain,0,0,21.6,7.6,290.0,1011.0,88.8,10.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-14T00:00:00,25.0,25.0,24.0,94.19,0.0,0,rain,0,0,21.6,5.4,161.3,1010.0,88.8,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-14T01:00:00,24.9,24.9,24.9,99.5,0.0,0,rain,0,0,7.9,13.4,270.0,1008.0,89.9,8.2,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-14T02:00:00,26.0,26.0,25.0,94.23,0.0,0,rain,0,0,9.7,7.6,250.0,1008.0,88.8,8.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-14T03:00:00,26.0,26.0,26.0,100.0,0.0,0,rain,0,0,11.5,1.8,60.0,1008.0,88.8,8.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-14T04:00:00,26.0,26.0,25.0,94.23,0.0,0,rain,0,0,17.6,3.6,80.0,1007.0,50.0,8.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-14T05:00:00,25.0,25.0,25.0,100.0,0.0,0,rain,0,0,17.6,5.4,50.0,1008.0,50.0,8.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-14T06:00:00,25.0,25.0,25.0,100.0,0.0,0,rain,0,0,21.6,7.6,40.0,1008.0,50.0,6.0,0,0.0,0,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-14T07:00:00,26.0,26.0,25.9,99.23,0.0,0,,0,0,28.4,4.9,245.5,1009.0,53.7,7.3,5,0.0,0,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-14T08:00:00,30.0,38.8,27.0,84.0,0.0,0,,0,0,23.4,3.6,246.1,1010.0,50.0,7.0,41,0.1,0,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-14T09:00:00,29.0,38.2,28.0,94.36,0.0,0,,0,0,20.5,14.8,260.0,1010.0,50.0,8.0,518,1.9,5,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-14T10:00:00,31.0,42.0,27.8,83.42,0.0,0,rain,0,0,19.1,12.8,286.0,1009.0,52.8,10.9,584,2.1,6,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-14T11:00:00,32.0,42.3,27.0,74.95,0.0,0,,0,0,19.4,14.8,300.0,1009.0,50.0,10.0,838,3.0,8,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-14T12:00:00,32.0,42.3,27.0,74.95,0.0,0,,0,0,17.6,13.0,300.0,1008.0,88.8,10.0,896,3.2,9,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-14T13:00:00,32.0,41.9,26.8,74.05,0.0,0,,0,0,16.6,13.4,290.0,1007.0,53.7,10.9,886,3.2,9,60,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-14T14:00:00,33.0,42.1,26.0,66.78,0.0,0,,0,0,19.1,14.8,300.0,1006.0,50.0,10.0,618,2.2,6,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-14T15:00:00,33.0,42.1,26.0,66.78,0.0,0,,0,0,19.4,13.0,290.0,1005.0,50.0,10.0,385,1.4,4,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-14T16:00:00,33.1,42.0,25.9,65.88,0.0,0,,0,0,18.7,14.4,279.0,1005.0,86.1,10.9,152,0.5,2,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-14T17:00:00,28.0,33.5,26.0,88.91,0.0,0,,0,0,20.9,25.9,260.0,1005.0,50.0,10.0,236,0.8,2,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-14T18:00:00,28.0,31.9,24.0,78.92,0.0,0,rain,0,0,28.1,18.4,240.0,1006.0,88.8,10.0,81,0.3,1,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-14T19:00:00,27.9,33.0,25.8,88.41,19.1,100,rain,0,0,34.9,18.6,270.0,1008.1,52.8,10.9,2,0.0,0,30,"Rain, Partially cloudy",rain,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-14T20:00:00,25.0,25.0,25.0,100.0,0.0,0,,0,0,40.7,13.0,350.0,1009.0,88.8,7.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-14T21:00:00,25.0,25.0,25.0,100.0,0.0,0,,0,0,46.4,5.4,246.6,1009.0,88.8,8.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-14T22:00:00,26.0,26.0,25.0,94.23,0.0,0,rain,0,0,38.5,8.5,220.0,1010.0,89.9,7.6,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-14T23:00:00,26.0,26.0,26.0,100.0,0.0,0,rain,0,0,31.7,3.6,309.7,1009.0,88.8,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-15T00:00:00,26.0,26.0,26.0,100.0,0.0,0,rain,0,0,16.9,7.6,280.0,1009.0,88.8,10.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-15T01:00:00,26.0,26.0,25.9,99.56,0.0,0,rain,0,0,14.8,6.9,20.0,1009.0,89.9,10.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-15T02:00:00,26.0,26.0,25.0,94.23,0.0,0,,0,0,7.2,3.6,233.0,1008.0,50.0,8.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-15T03:00:00,26.0,26.0,25.0,94.23,0.0,0,,0,0,4.0,3.6,350.0,1007.0,50.0,7.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-15T04:00:00,25.1,25.1,25.0,99.55,0.0,0,,0,0,11.9,3.3,80.0,1007.0,53.7,7.3,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-15T05:00:00,26.0,26.0,25.0,94.23,0.0,0,,0,0,17.6,1.8,227.1,1007.0,50.0,7.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-15T06:00:00,26.0,26.0,25.0,94.23,0.0,0,,0,0,19.1,0.0,0.0,1007.0,50.0,6.0,2,0.0,0,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-15T07:00:00,26.9,31.6,26.9,99.62,0.0,0,,0,0,26.3,3.3,271.6,1008.0,88.9,7.3,113,0.4,1,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-15T08:00:00,28.0,34.5,27.0,94.32,0.0,0,,0,0,28.8,5.4,267.8,1008.0,88.8,6.0,327,1.2,3,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-15T09:00:00,29.0,38.2,28.0,94.36,0.0,0,,0,0,25.9,9.4,260.0,1008.0,88.8,8.0,549,2.0,5,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-15T10:00:00,31.0,42.0,27.9,83.6,0.0,0,rain,0,0,24.1,17.7,277.0,1008.0,53.7,10.9,736,2.6,7,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-15T11:00:00,32.0,42.3,27.0,74.95,0.0,0,rain,0,0,25.9,22.3,280.0,1007.0,88.8,10.0,831,3.0,8,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-15T12:00:00,32.0,42.3,27.0,74.95,0.0,0,,0,0,26.3,20.5,280.0,1007.0,50.0,10.0,906,3.3,9,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-15T13:00:00,32.9,43.2,26.8,70.42,0.0,0,rain,0,0,26.6,20.9,275.0,1006.0,54.7,10.9,806,2.9,8,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-15T14:00:00,32.0,40.6,26.0,70.66,0.0,0,rain,0,0,26.6,22.3,280.0,1005.0,88.8,10.0,361,1.3,4,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-15T15:00:00,32.0,42.3,27.0,74.95,0.0,0,,0,0,24.1,18.4,280.0,1004.0,88.8,10.0,95,0.3,1,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-15T16:00:00,31.9,40.3,25.8,70.33,0.0,0,rain,0,0,28.8,16.4,277.0,1004.0,54.7,10.9,94,0.3,1,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-15T17:00:00,31.0,39.1,26.0,74.79,0.0,0,rain,0,0,31.7,13.0,270.0,1005.0,50.0,10.0,40,0.1,0,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-15T18:00:00,31.0,39.1,26.0,74.79,0.0,0,,0,0,36.7,14.8,250.0,1005.0,50.0,10.0,10,0.0,0,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-15T19:00:00,30.0,38.5,26.8,83.4,5.6,100,rain,0,0,35.3,14.4,250.0,1005.0,32.9,10.0,2,0.0,0,30,"Rain, Partially cloudy",rain,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-15T20:00:00,29.0,36.8,27.0,88.99,0.0,0,,0,0,36.7,16.6,250.0,1006.0,27.0,8.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-15T21:00:00,29.0,36.8,27.0,88.99,0.0,0,,0,0,34.9,20.5,250.0,1007.0,27.0,10.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-15T22:00:00,28.9,36.5,26.9,88.5,0.0,0,,0,0,37.1,17.0,248.0,1007.0,27.3,10.9,0,0.0,0,3,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-15T23:00:00,28.0,34.5,27.0,94.32,0.0,0,,0,0,40.3,22.3,250.0,1007.0,27.0,10.0,0,0.0,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-16T00:00:00,28.0,34.5,27.0,94.32,0.0,0,,0,0,42.1,20.5,250.0,1007.0,27.0,10.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-16T01:00:00,27.9,34.3,26.9,93.8,0.0,0,,0,0,42.1,13.7,257.0,1006.0,27.3,10.9,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-16T02:00:00,27.0,31.8,27.0,100.0,0.0,0,,0,0,40.3,13.0,250.0,1005.0,27.0,9.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-16T03:00:00,27.0,31.8,27.0,100.0,0.0,0,rain,0,0,38.5,13.0,260.0,1005.0,27.0,9.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-16T04:00:00,27.0,31.8,27.0,100.0,0.0,0,,0,0,37.1,11.2,260.0,1004.0,27.0,9.0,0,0.0,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-16T05:00:00,27.0,31.8,27.0,100.0,0.0,0,,0,0,38.5,13.0,260.0,1005.0,27.0,8.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-16T06:00:00,27.0,31.8,27.0,100.0,0.0,0,,0,0,34.2,11.2,270.0,1005.0,0.0,9.0,4,0.0,0,10,Clear,clear-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-16T07:00:00,27.9,34.3,26.9,93.95,0.0,0,,0,0,36.0,12.8,257.0,1006.0,32.9,10.9,97,0.3,1,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-16T08:00:00,30.0,40.4,28.0,89.07,0.0,0,rain,0,0,42.1,22.3,250.0,1006.0,50.0,10.0,324,1.2,3,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-16T09:00:00,30.0,38.8,27.0,84.0,0.0,0,rain,0,0,38.2,22.3,270.0,1006.0,88.8,10.0,504,1.8,5,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-16T10:00:00,30.9,40.1,26.8,78.67,0.0,0,rain,0,0,36.7,18.3,277.0,1006.0,88.9,10.9,690,2.5,7,60,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-16T11:00:00,32.0,42.3,27.0,74.95,0.0,0,rain,0,0,35.6,24.1,280.0,1005.0,88.8,10.0,818,2.9,8,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-16T12:00:00,33.0,43.8,27.0,70.84,0.0,0,,0,0,35.3,25.9,260.0,1005.0,88.8,10.0,918,3.3,9,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-16T13:00:00,32.9,43.3,26.8,70.62,0.0,0,,0,0,42.5,20.9,270.0,1003.0,53.7,10.9,884,3.2,9,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-16T14:00:00,26.0,26.0,26.0,100.0,0.0,0,,0,0,37.4,16.6,220.0,1003.0,88.8,3.0,835,3.0,8,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-16T15:00:00,28.0,34.5,27.0,94.32,0.0,0,rain,0,0,34.9,16.6,240.0,1002.0,88.8,8.0,229,0.8,2,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-16T16:00:00,25.1,25.1,24.0,93.51,0.0,0,,0,0,38.2,10.5,221.0,1003.1,54.7,8.2,135,0.5,1,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-16T17:00:00,26.0,26.0,26.0,100.0,0.0,0,,0,0,37.8,13.0,200.0,1004.0,50.0,8.0,263,0.9,3,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-16T18:00:00,28.0,34.5,27.0,94.32,0.0,0,rain,0,0,40.7,13.0,240.0,1005.0,88.8,4.0,77,0.3,1,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-16T19:00:00,24.0,24.0,23.9,99.61,13.1,100,rain,0,0,45.7,9.2,302.0,1006.1,89.9,6.7,2,0.0,0,10,"Rain, Partially cloudy",rain,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-16T20:00:00,24.0,24.0,24.0,100.0,0.0,0,,0,0,44.6,5.4,246.4,1006.0,100.0,8.0,0,0.0,0,10,Overcast,cloudy,"48900099999,VVTS"
Ho Chi Minh City,2023-07-16T21:00:00,25.0,25.0,25.0,100.0,0.0,0,,0,0,33.5,3.6,240.5,1006.0,88.8,8.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-16T22:00:00,25.8,25.8,25.8,99.72,0.0,0,,0,0,29.5,8.5,220.0,1006.0,88.9,8.2,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-16T23:00:00,26.0,26.0,26.0,100.0,0.0,0,,0,0,31.7,16.6,220.0,1006.0,88.8,8.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-17T00:00:00,26.0,26.0,26.0,100.0,0.0,0,,0,0,38.5,13.0,220.0,1005.0,88.8,8.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-17T01:00:00,25.9,25.9,25.8,99.34,0.0,0,rain,0,0,35.3,17.3,248.0,1005.0,88.0,8.2,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-17T02:00:00,26.0,26.0,26.0,100.0,0.0,0,rain,0,0,39.6,14.8,250.0,1004.0,88.8,8.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-17T03:00:00,26.0,26.0,26.0,100.0,0.0,0,rain,0,0,41.4,13.0,240.0,1004.0,88.8,8.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-17T04:00:00,25.9,25.9,25.9,99.72,0.0,0,rain,0,0,47.5,11.7,250.0,1003.0,52.8,7.3,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-17T05:00:00,26.0,26.0,26.0,100.0,0.0,0,,0,0,46.1,16.6,230.0,1004.0,50.0,7.0,0,0.0,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
Ho Chi Minh City,2023-07-17T06:00:00,27.0,31.2,26.0,94.27,0.0,0,,0,0,43.2,16.6,240.0,1005.0,88.8,8.0,2,0.0,0,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-17T07:00:00,25.9,25.9,24.9,93.97,0.0,0,,0,0,41.0,24.2,252.0,1005.0,88.9,10.9,60,0.2,1,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-17T08:00:00,27.0,31.2,26.0,94.27,0.0,0,,0,0,43.2,20.5,270.0,1005.0,50.0,10.0,179,0.6,2,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-17T09:00:00,28.0,33.5,26.0,88.91,0.0,0,rain,0,0,40.3,24.1,270.0,1005.0,88.8,10.0,190,0.7,2,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-17T10:00:00,29.0,35.5,25.9,83.16,0.0,0,rain,0,0,40.0,26.1,266.0,1005.1,88.0,10.9,181,0.7,2,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-17T11:00:00,31.0,39.1,26.0,74.79,0.0,0,rain,0,0,41.4,31.7,270.0,1005.0,50.0,10.0,302,1.1,3,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-17T12:00:00,31.0,37.7,25.0,70.47,0.0,0,rain,0,0,42.5,24.1,280.0,1005.0,88.8,10.0,124,0.4,1,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-17T13:00:00,30.8,38.6,25.8,74.84,0.0,0,rain,0,0,45.0,27.8,259.0,1004.0,88.9,10.9,31,0.1,0,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
Ho Chi Minh City,2023-07-17T14:00:00,31.0,39.1,26.0,74.79,0.0,0,,0,0,44.3,24.1,260.0,1003.0,50.0,10.0,72,0.3,1,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
Ho Chi Minh City,2023-07-17T15:00:00,31.0,40.6,27.0,79.33,0.0,0,,0,0,45.0,29.5,250.0,1002.0,88.8,10.0,70,0.3,1,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
